conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags
hit:10396_conv:20793,2,sentimental,I recently found my oldest kids coming home outfit. I forgot how small he used to be.,686,Lol_comma_  exactly_comma_  because they are children ,1|4|5_4|4|5,
hit:10396_conv:20793,3,sentimental,I recently found my oldest kids coming home outfit. I forgot how small he used to be.,715,They're just so little when they're first born. It's easy to forget.,1|4|5_4|4|5,
hit:10396_conv:20793,4,sentimental,I recently found my oldest kids coming home outfit. I forgot how small he used to be.,686,Yeah.  So what did you do then,1|4|5_4|4|5,
hit:10396_conv:20793,5,sentimental,I recently found my oldest kids coming home outfit. I forgot how small he used to be.,715,I held it up to him and showed him how little he used to be. He didn't care very much.,1|4|5_4|4|5,
hit:10397_conv:20794,1,faithful,when my boss decided i should be incharge of his job when he is not ard,718,i was very happy to be incharge,5|5|5_5|5|5,
hit:10397_conv:20794,2,faithful,when my boss decided i should be incharge of his job when he is not ard,719,That's always a nice thing.  In charge of what?,5|5|5_5|5|5,
hit:10397_conv:20794,3,faithful,when my boss decided i should be incharge of his job when he is not ard,718,incharge of the office,5|5|5_5|5|5,
hit:10397_conv:20794,4,faithful,when my boss decided i should be incharge of his job when he is not ard,719,Sounds like you have a fulfilling job. That's very lucky.,5|5|5_5|5|5,
hit:10397_conv:20795,1,trusting,My trainer at my current job was supposed to train me on an experiment.  I believed her when she told me I was learning too slowly.  Turns out she was deliberately ignoring my training because she didn't like me. ,719,I didn't get a promotion I was up for because the person training me disliked me intensely. ,5|5|5_5|5|5,
hit:10397_conv:20795,2,trusting,My trainer at my current job was supposed to train me on an experiment.  I believed her when she told me I was learning too slowly.  Turns out she was deliberately ignoring my training because she didn't like me. ,718,oooh no  thats was so bad ,5|5|5_5|5|5,
hit:10397_conv:20795,3,trusting,My trainer at my current job was supposed to train me on an experiment.  I believed her when she told me I was learning too slowly.  Turns out she was deliberately ignoring my training because she didn't like me. ,719,Thanks.  It was pretty awful when I found out she did it on purpose.  I thought I was just bad at the job.  ,5|5|5_5|5|5,
hit:10397_conv:20795,4,trusting,My trainer at my current job was supposed to train me on an experiment.  I believed her when she told me I was learning too slowly.  Turns out she was deliberately ignoring my training because she didn't like me. ,718,don't worry there's always another chance,5|5|5_5|5|5,
hit:10397_conv:20795,5,trusting,My trainer at my current job was supposed to train me on an experiment.  I believed her when she told me I was learning too slowly.  Turns out she was deliberately ignoring my training because she didn't like me. ,719,Yeah_comma_ I'm training with the doctoral students now and it's going better. ,5|5|5_5|5|5,
hit:10398_conv:20796,1,disgusted,I was eating some cake and then I saw some mold in it. It was at a restaurant we loved. It was not fun!,409,I was eating some cake and then I saw some mold in it. It was at a restaurant we loved. It was not fun!,5|5|5_3|4|5,
hit:10398_conv:20796,2,disgusted,I was eating some cake and then I saw some mold in it. It was at a restaurant we loved. It was not fun!,211,That's so disgusting! I hope you didn't have to pay your bill!,5|5|5_3|4|5,
hit:10398_conv:20796,3,disgusted,I was eating some cake and then I saw some mold in it. It was at a restaurant we loved. It was not fun!,409,Yeah_comma_ she did something. The manager was pretty upset too. ,5|5|5_3|4|5,
hit:10398_conv:20796,4,disgusted,I was eating some cake and then I saw some mold in it. It was at a restaurant we loved. It was not fun!,211,I bet. That's so gross. I would have been sick!,5|5|5_3|4|5,
hit:10399_conv:20799,1,hopeful,There was a boy that I really liked. I was hoping he would ask me out on a date!,409,There was a boy that I really liked. I was hoping he would ask me out on a date!,5|5|5_4|5|4,
hit:10399_conv:20799,2,hopeful,There was a boy that I really liked. I was hoping he would ask me out on a date!,403,Oh_comma_ that's cute!  How did that work out for you?,5|5|5_4|5|4,
hit:10399_conv:20799,3,hopeful,There was a boy that I really liked. I was hoping he would ask me out on a date!,409,He did ask me out. Now we are married with 5 kids!,5|5|5_4|5|4,
hit:10399_conv:20799,4,hopeful,There was a boy that I really liked. I was hoping he would ask me out on a date!,403,Wow that's awesome!  That's a very long lasting relationship_comma_ I'm happy for you.,5|5|5_4|5|4,
hit:10400_conv:20801,1,furious,i had worked for 3 months on an oil painting and then my little brother tripped over it and put his foot through it,563,oh my GOD! I CAN'T BELIEVE IT! I HATE MY BROTHER!!!,5|3|3_5|4|5,
hit:10400_conv:20801,2,furious,i had worked for 3 months on an oil painting and then my little brother tripped over it and put his foot through it,717,WHAT HAPPEND ?,5|3|3_5|4|5,
hit:10400_conv:20801,3,furious,i had worked for 3 months on an oil painting and then my little brother tripped over it and put his foot through it,563,i worked for WEEKS AND WEEKS on an oil painting for my class....i spent my LIFE ON IT!,5|3|3_5|4|5,
hit:10400_conv:20801,4,furious,i had worked for 3 months on an oil painting and then my little brother tripped over it and put his foot through it,717,What did he do? what a mean person,5|3|3_5|4|5,
hit:10400_conv:20801,5,furious,i had worked for 3 months on an oil painting and then my little brother tripped over it and put his foot through it,563,my brother put his foot through my oil painting by accident and IM GOING TO KILL HIM!!!,5|3|3_5|4|5,
hit:10401_conv:20802,1,trusting,Yesterday my car broke down on the side of the road.  I got out and was trying to figure out what the problem was. Someone finally pulled over to help who thankfully knew cars_comma_ said they needed to go grab a few things to fix it and left me there waiting.  ,720,My car broke down recently and I got out to figure out what the problem was.  Someone finally pulled over to look_comma_ said he needed to get a few things and left me there waiting,5|5|5_5|5|5,
hit:10401_conv:20802,2,trusting,Yesterday my car broke down on the side of the road.  I got out and was trying to figure out what the problem was. Someone finally pulled over to help who thankfully knew cars_comma_ said they needed to go grab a few things to fix it and left me there waiting.  ,706,oh god_comma_ what did you end up doing?,5|5|5_5|5|5,
hit:10401_conv:20802,3,trusting,Yesterday my car broke down on the side of the road.  I got out and was trying to figure out what the problem was. Someone finally pulled over to help who thankfully knew cars_comma_ said they needed to go grab a few things to fix it and left me there waiting.  ,720,I was very hopeful that he would come back_comma_ and he did!  He fixed it and wouldn't accept any type of payment,5|5|5_5|5|5,
hit:10401_conv:20802,4,trusting,Yesterday my car broke down on the side of the road.  I got out and was trying to figure out what the problem was. Someone finally pulled over to help who thankfully knew cars_comma_ said they needed to go grab a few things to fix it and left me there waiting.  ,706,the world still have some people in it .,5|5|5_5|5|5,
hit:10401_conv:20803,1,guilty,i did something horrible,706,i did something horrible,5|5|5_5|5|5,
hit:10401_conv:20803,2,guilty,i did something horrible,720,Oh no!  What happened?,5|5|5_5|5|5,
hit:10401_conv:20803,3,guilty,i did something horrible,706,i lied to my family and now i feel very guilty.,5|5|5_5|5|5,
hit:10401_conv:20803,4,guilty,i did something horrible,720,Even though it's hard_comma_ it's probably best to come clean to relieve some of the guilt.,5|5|5_5|5|5,
hit:10402_conv:20804,1,grateful,Am thankful to all my friends that attended my birthday party,181,They made my day worthwhile,4|4|4_5|5|5,
hit:10402_conv:20804,2,grateful,Am thankful to all my friends that attended my birthday party,706,how did they do that?,4|4|4_5|5|5,
hit:10402_conv:20804,3,grateful,Am thankful to all my friends that attended my birthday party,181,They bought many gifts for me on my birthday,4|4|4_5|5|5,
hit:10402_conv:20804,4,grateful,Am thankful to all my friends that attended my birthday party,706,that sounds so good. glad you enjoyed your day!,4|4|4_5|5|5,
hit:10402_conv:20805,1,guilty,i deceived my family,706,i keep deceiving my family,5|5|5_4|4|4,
hit:10402_conv:20805,2,guilty,i deceived my family,181,Why do you keep decieving yourself?,5|5|5_4|4|4,
hit:10402_conv:20805,3,guilty,i deceived my family,706,they keep expecting so much from me,5|5|5_4|4|4,
hit:10402_conv:20805,4,guilty,i deceived my family,181,Seriously?who is expecting so much from you,5|5|5_4|4|4,
hit:10403_conv:20806,1,trusting,I let my oldest walk down the street to a friends house. It was his first time doing it alone.,715,My oldest walked to a neighbors house. It was his first time doing it alone.,5|5|5_5|5|5,
hit:10403_conv:20806,2,trusting,I let my oldest walk down the street to a friends house. It was his first time doing it alone.,211,Kids grow up so quickly! Did you feel nervous about it?,5|5|5_5|5|5,
hit:10403_conv:20806,3,trusting,I let my oldest walk down the street to a friends house. It was his first time doing it alone.,715,I did_comma_ but I also knew he was ready. Plus_comma_ he didn't have to cross any streets.,5|5|5_5|5|5,
hit:10403_conv:20806,4,trusting,I let my oldest walk down the street to a friends house. It was his first time doing it alone.,211,I bet he felt very proud! Sounds like you are a great parent. A good combination of trust and reassurance.,5|5|5_5|5|5,
hit:10404_conv:20808,1,guilty,I ate way too much junk food yesterday! I am usually good about being careful_comma_ but I just let myself overindulge!,409,I ate way too much junk food yesterday! I am usually good about being careful_comma_ but I just let myself overindulge.,5|5|5_5|5|5,
hit:10404_conv:20808,2,guilty,I ate way too much junk food yesterday! I am usually good about being careful_comma_ but I just let myself overindulge!,720,That happens to me sometimes_comma_ too.  I feel awful after!,5|5|5_5|5|5,
hit:10404_conv:20808,3,guilty,I ate way too much junk food yesterday! I am usually good about being careful_comma_ but I just let myself overindulge!,409,Now I am resolved to eat healthier!,5|5|5_5|5|5,
hit:10404_conv:20808,4,guilty,I ate way too much junk food yesterday! I am usually good about being careful_comma_ but I just let myself overindulge!,720,Good for you!,5|5|5_5|5|5,
hit:10404_conv:20809,1,apprehensive,My friend signed us up for a belly dancing class.  I want to do it_comma_ but I'm also scared,720,My friend signed us up for belly dancing classes.  I really want to go_comma_ but I'm a little bit scared,5|5|5_5|5|5,
hit:10404_conv:20809,2,apprehensive,My friend signed us up for a belly dancing class.  I want to do it_comma_ but I'm also scared,409,Oh_comma_ it sounds like fun! I'm sure you'd have a great time. ,5|5|5_5|5|5,
hit:10404_conv:20809,3,apprehensive,My friend signed us up for a belly dancing class.  I want to do it_comma_ but I'm also scared,720,I'm hoping I'll get over my fear and go,5|5|5_5|5|5,
hit:10404_conv:20809,4,apprehensive,My friend signed us up for a belly dancing class.  I want to do it_comma_ but I'm also scared,409,Lots of people do that nowadays. I think you would be happy you went. ,5|5|5_5|5|5,
hit:10405_conv:20811,1,apprehensive,I was worried about going out with a person I met at the grocery store.  It was my first date in a long time.,449,So I met a person at the grocery store and they asked me on a date!,5|5|5_5|5|5,
hit:10405_conv:20811,2,apprehensive,I was worried about going out with a person I met at the grocery store.  It was my first date in a long time.,630,That's awesome! Are you going to go on the date with them?,5|5|5_5|5|5,
hit:10405_conv:20811,3,apprehensive,I was worried about going out with a person I met at the grocery store.  It was my first date in a long time.,449,I was worried about it but went to lunch with him.  It was awkward lol.,5|5|5_5|5|5,
hit:10405_conv:20811,4,apprehensive,I was worried about going out with a person I met at the grocery store.  It was my first date in a long time.,630,Oh_comma_ didn't work out_comma_ huh?,5|5|5_5|5|5,
hit:10405_conv:20811,5,apprehensive,I was worried about going out with a person I met at the grocery store.  It was my first date in a long time.,449,Well_comma_ we are going to do it again.  I'm less worried this time.  I suppose it was just awkward for me since he asked me to do it again.,5|5|5_5|5|5,
hit:10406_conv:20812,1,anxious,Thieves came to break into our compound last week_comma_ but was caught,686,Thieves wanted to break into my compound _comma_ when they were caught_comma_  I was eager to see their faces,4|4|4_4|4|5,
hit:10406_conv:20812,2,anxious,Thieves came to break into our compound last week_comma_ but was caught,264,It was difficult for you,4|4|4_4|4|5,
hit:10406_conv:20812,3,anxious,Thieves came to break into our compound last week_comma_ but was caught,686,Yeah_comma_  because the police won't let me see them,4|4|4_4|4|5,
hit:10406_conv:20812,4,anxious,Thieves came to break into our compound last week_comma_ but was caught,264,Try to take care of yourself,4|4|4_4|4|5,
hit:10407_conv:20815,1,joyful,my life is getting better ever since i met my wife,706,my life is getting so much better ever since i met my wife,5|5|5_5|5|5,
hit:10407_conv:20815,2,joyful,my life is getting better ever since i met my wife,211,Aww- that's great to hear! It sounds like she is your perfect match. How did you meet?,5|5|5_5|5|5,
hit:10407_conv:20815,3,joyful,my life is getting better ever since i met my wife,706,we met through a friend and the first time i saw her i knew i was gonna be with her for the rest of my life,5|5|5_5|5|5,
hit:10407_conv:20815,4,joyful,my life is getting better ever since i met my wife,211,That's so romantic and inspiring! I hope you have happy lives together!,5|5|5_5|5|5,
hit:10408_conv:20816,1,anxious,I took a test to get into Mensa. I didn't know how I did and really wanted to get in. I was worried about it!,409,I took a test to get into Mensa. I didn't know how I did and really wanted to get in. I was worried about it!",5|5|5_4|5|5,
hit:7280_conv:14561,4,grateful,A coworker helped me move to another city. He was so kind.,100,Oh_comma_ either way that's still very generous of them and I'd certainly be grateful to have someone like that.,5|5|5_5|5|5,
hit:4943_conv:9886,3,nostalgic,I remember when my kids were young we used to make up our own games. Now they are grown up and I miss that time so much.,139,I do see them every now and then but I really miss those days. It was such a good time.,5|5|5_5|5|5,
hit:11047_conv:22095,3,excited,School starts back in 2 weeks.  I'm really looking forward to meeting my new students.,349,I'm really starting to look forward to meeting my new students,5|5|5_5|5|5,
hit:7011_conv:14022,4,furious, A motorist ride his bike at a extreme speed without any control over it. I enraged at this motorist. He should be punished for his actions.,524,i agree they have regard for anyone else,4|4|4_5|5|5,
hit:3309_conv:6619,3,excited,My mother is coming to visit me and I am so happy.,332,I was just talking to her. She will be coming this month.,5|5|5_5|5|5,
hit:2667_conv:5335,1,angry,My friend crashed my car.,59,I let my friend borrow my car yesterday and I regret it now.,5|4|5_5|5|5,
hit:6993_conv:13986,2,annoyed,I keep finding dog poops in my yard.,580,Do you even have a dog?,5|5|5_5|5|4,
hit:5969_conv:11939,4,sad,I keep thinking about my grandmother. She passed away last year and I do not know how to cope with it.,557,I'm so sorry. Do you have a good support system?,5|5|5_5|5|5,
hit:11313_conv:22627,2,devastated,My mom gave me her old car but I didn't realize the trunk leaked. I had put my dads memorabilia in the trunk and it rained. almost ruined everything. ,743,what changed your mind about the car,5|5|5_5|5|5,
hit:7748_conv:15496,1,hopeful,I recently applied to medical school.  I have always wanted to be a surgeon_comma_ and my professors tell me I should get in no problem,458,I recently applied to medical school.  I really want to be a surgeon,5|5|5_5|5|5,
hit:4495_conv:8990,2,caring,I want my family to do well!,391,That is a very good wish to have buddy,5|5|5_5|5|4,
hit:7823_conv:15647,3,anticipating,i am looking forward to trying to get pregnant by the end of the year,463,hmmmm. that is interesting. never heard that before.,2|2|2_5|5|5,
hit:1977_conv:3954,2,nostalgic,Every time I see a small_comma_ skinny dog I remember my Aunt's dog Roxxie_comma_ a beautiful Italian Greyhound who died from a tumor and it makes me sad.,11,We will always have fond memories that come to our minds. I am sorry to hear that but also happy you can have the memoru. ,5|5|5_5|5|5,
hit:10821_conv:21642,1,trusting,I've had a slight financial struggle recently. I don'tdon't see a way to get out of it  I've got to put my trust in God now. ,773,I've had a slight financial struggle recently. I  don't see a way out of it. ,5|3|5_4|4|5,
hit:11009_conv:22019,4,anticipating,The other day i ordered a large group of books i've been wanting forever.,318,Thats awesome! Theyll come in handy on those rainy days or nice relaxing days!,5|4|5_5|5|5,
hit:5949_conv:11899,5,joyful,I am happy today I can feed my birds and get everything I need and there is no drama.,296,yes! I can't wait to move to the country and feed even more critters- It is one of the most enjoyable things in life to me,5|5|5_4|3|5,
hit:344_conv:688,4,afraid,Our home was broken in to 2 months after we purchased it.,14,Im so sorry to hear that. I was watching a house for a familty member and they're safe was stolen.,5|5|5_5|5|5,
hit:2072_conv:4144,4,proud,My son won the spelling bee yesterday. It was such a good moment for me.,139,That is a pretty tough word. I am happy your son did so great. You must have been beaming.,5|5|5_5|5|5,
hit:7599_conv:15198,2,surprised,i didnt expect to be approved for a week off from work,322,Are you going on vacation?,5|5|5_4|4|4,
hit:1913_conv:3827,4,hopeful,Got my fingers crossed on getting my EP out on iTunes by mid-September,347,How long did it take you to make it?,5|5|5_5|5|5,
hit:1330_conv:2661,2,embarrassed,I wet my pants in class. I wish I could have gone home early.,297,Oh no. Why do you think that happened? ,4|4|4_5|5|5,
hit:11541_conv:23082,8,jealous,My step daughter bought a brand new car. It's one of my favorites . I love a lexus.,244,You should take a ride with her and try to get her to paralell park in a tight space or something,5|5|5_5|5|5,
hit:9398_conv:18796,4,jealous,I felt bad seeing my ex wife kissing her new husband ,188,best to block her in every way so you don't hear about her life,5|5|5_I have clicked the 'End Chat' button thank you!|5|5,
hit:10665_conv:21331,2,joyful,Whhen I was 13 my dog got out the yard and we could not find him _comma_ I cried all day thinking he was dead. But the next day when I got home from school my mom was in the yard and she had our dog and I was so happy that nothing had happened to it.,631,Oh no_comma_ were you able to find your dog again? ,4|4|5_5|5|5,
hit:1537_conv:3074,4,afraid,My son came home on his birthday really drunk. I thought he was going to go to jail. He kept trying to walk down the street and fight my other kids. We had to call the police to calm him down. He went to sleep after that.,244,Yikes he's one of the zombie drunks.   That's unfortunate.  Drinking might not be for him.,5|5|5_5|5|5,
hit:12279_conv:24559,3,sad,One of coworkers passed away. I dont want to go back to work.,298,Yes_comma_ we were good friends. ,4|4|4_5|5|5,
hit:9062_conv:18125,3,anxious,I am starting a new job next week. I am really nervous and not sure if I will do well.,297,Its a financial analyst job with a big company. Im worried that I wont do well.,5|5|5_4|4|4,
hit:5675_conv:11351,1,nostalgic,I found my old favorite toy in my closet.,445,I was rummaging around my closet yesterday and found my old collection of Pokemon cards,5|5|5_5|5|5,
hit:5719_conv:11439,4,ashamed,My son scold me in public place. I feel shame about it.,445,That is not good_comma_  He need to learn he has to respect you.,4|4|4_5|5|5,
hit:8255_conv:16511,2,content,i love the rain,126,Do you sleep better when it rains too?,3|5|5_5|4|5,
hit:3202_conv:6405,4,afraid,When I got home tonight my outdoor window was broken- To my cat room. I do not know who broke it or how. I am in a bad neighborhood so it was very frightening. ,126,That does sound scary,5|5|5_4|5|4,
hit:11182_conv:22365,1,caring,I found a dog lying in the middle of the street today. I took it to the vet to see if it could be helped. I am still waiting to hear back from them. Even though it is not my pet_comma_ I still care for it.,805,I have had the worst day. This morning_comma_ I found a dog lying in the street. It was still alive_comma_ so I drove it to the vet.,5|5|5_5|5|5,
hit:8706_conv:17412,3,sad,My favorite donut shop went out of business.  I am devastated that it's gone.,322,I am devastated that it's gone.,4|4|5_5|5|5,
hit:8587_conv:17174,2,disappointed,I was so let down.  I did not get any presents for my birthday.,56,That is horrible_comma_ but I've been there myself.  It's hard to not be upset about it.,5|5|5_5|5|5,
hit:11557_conv:23115,5,anticipating,I am anticipating the weekend. After everyone gets home we are going to spend time together as a family.,805,I think that is what we will be doing mostly_comma_ but they are normally gone all week and I am alone so it is nice when I get to see them.,5|5|5_5|4|5,
hit:9705_conv:19410,4,impressed,When my mother went back to school. She's studying nursing.,478,Good for her. It's great that she is pursuing her dreams!,4|5|4_5|5|5,
hit:6066_conv:12133,3,content,I ended up with a dog that was originally adopted by a friend. She was so affectionate I felt alright with the world when loving her.,454,My friend rescued from a shelter but had to giver her up. I offered to take her and I'm so glad I did.,4|3|5_4|5|5,
hit:7345_conv:14691,1,confident,I keep my mind to the horizon of my dreams because I know my feet always carry me ten steps further than I thought they would,119,These days I've got my mind to the horizon of my dreams...because my feet are always taking giant leaps and landing where I need them to,1|1|1_4|3|3,
hit:2325_conv:4651,3,impressed,This girl fell during a race_comma_ and everyone stopped to help her.,1,Yea_comma_ I'm glad they did it. It was a sight to see!,5|5|5_5|5|5,
hit:8483_conv:16967,3,furious,Today_comma_ in the subway_comma_ someone who wanted to get off at the very last minute_comma_ pushed me and made me fall. i was very angry.,7,It is useless. The police will not do anything. I didn't had the time to see his face.,3|3|3_4|5|5,
hit:4938_conv:9877,3,annoyed,I was moving some furniture and all of a sudden it fell apart. I guess the furniture was made out of cheap wood. I was so ticked off when that happened.,139,Definitely_comma_ I figured it was because the wood was cheap. I will make sure not to buy that brand of furniture again!,5|5|5_5|5|5,
hit:3240_conv:6481,5,content,Sometimes I love just sitting around doing nothing.,262,Not at all lol,5|5|5_5|5|5,
hit:1586_conv:3173,1,grateful,I am grateful that I have a place where I can rescue animals and not have a landlord,296,I am happy I have a home without a landlord and can do what I want_comma_ like rescue animals.,5|5|5_5|5|5,
hit:1449_conv:2898,4,surprised,Someone hit a coworker's car in the parking lot_comma_ and everyone came together to chip in for the deductible.,272,I bet it is. When things like that happen it makes you really value where you work. Makes it enjoyable.,5|5|5_5|5|5,
hit:1975_conv:3950,2,prepared,I almost make a list before I go food shopping_comma_ never want to forget anything.,99,That is a great idea! I need to do that as well_comma_ seems I always forget something!,5|5|5_5|5|5,
hit:8275_conv:16551,4,grateful,My daughter needed a computer for school.  My dad ended up giving her a Surface Pro.,297,Whoa. That sounds like a very nice computer. What a surprise. That should work out pretty well.,5|5|5_5|5|5,
hit:12225_conv:24451,2,lonely,When my wife and son are gone from me_comma_ i dont like it.,99,I bet it gets lonely,5|5|5_5|5|5,
hit:10361_conv:20722,4,embarrassed,i was in the train the other day and i fell,435,Embarrassment is almost worse than an actual injury! I hope your knee feels better soon.,5|5|5_4|5|5,
hit:11056_conv:22112,4,ashamed,Two of my co-workers got into a huge fight in a meeting.  I was so ashamed by their abnormal behavior.,349,Do you know if they managed to work things out?,5|5|5_5|5|5,
hit:7418_conv:14836,1,nostalgic,i really enjoy keeping up with old family traditions i grew up with,463,i really enjoy keeping up with old family traditions i grew up with,4|5|5_4|4|5,
hit:2248_conv:4497,3,disgusted,I procrastinated and didn't do the dishes for a couple days now. I think fungus started to grow on some of the old food_comma_ so nasty!,269,I had to hold my nose shut while doing the dishes. ,5|5|5_5|5|5,
hit:3245_conv:6490,3,terrified,There is a little cat I tried to help last night. He ran when my dog charged at him though and I am scared of what has happened to him. A lot of cats get hit around here,296,He ran when my dog charged at him though and I am scared of what has happened to him. A lot of cats get hit around here,3|5|5_5|5|5,
hit:3943_conv:7887,2,sentimental,I keep everything my kids make. I am such a sao,126,Why do you say that,5|5|5_4|5|5,
hit:5735_conv:11470,1,disgusted,getting raw food,514,i had the worst meal at a new restaurant today,5|5|5_5|5|5,
hit:11962_conv:23925,3,furious,I am so mad I can't play soccer this season.,4,Yes_comma_ I wish I hadn't torn my MCL.,5|5|5_5|5|5,
hit:9126_conv:18252,3,embarrassed,I saw a yearbook with my in from when I was a kid. It just made me feel weird to look at it,126,Yeah_comma_ that is how I felt doing it,4|5|5_3|5|5,
hit:4984_conv:9968,3,joyful,I'm joyful that I get to see my wife for the first time in a week tomorrow. I missed her a lot.,448,Yep! I missed her a lot_comma_ you don't know what you've got til it's gone!,5|5|5_5|5|5,
hit:10734_conv:21468,7,trusting,When me and my wife first got together we had a long debate about money. In the end we decided that since i was at work most of the time she would handle all money matters and have most say in things. ,761,I like to believe i would_comma_ though i would be handling the money from then on.,5|5|5_5|5|5,
hit:7172_conv:14344,2,trusting,I lent my workmate £250 when he was moving to South Africa,59,Good of you_comma_ you are a nice person.,5|5|5_5|5|5,
hit:1036_conv:2073,4,afraid,scared that my daughter will grow up and be bad ,273,With the way you sound_comma_ I'm sure you'll have the patience and the wisdom to raise her the right way through the teenage years anyway.,5|5|5_5|5|5,
hit:6934_conv:13868,2,terrified,Roller coasters this weekend,243,What are you scared of?,5|5|5_5|5|5,
hit:7557_conv:15115,1,excited,I am off too London_comma_ Meeting my friend after long time,43,I am off to London Next month,5|5|5_5|5|5,
hit:3982_conv:7965,1,proud,My son pass his exams at school with good grade.,7,My son passed his exams at school with good grade. I am so proud of him,5|5|5_4|5|4,
hit:10351_conv:20702,6,faithful,i have faith in a brighter future,402,Where do you live?  Cause it isn't in the US.,5|5|5_5|5|5,
hit:11214_conv:22428,2,afraid,I remember one time I went somewhere with a friend while they were driving. They were weaving in and out of traffic while texting on their cell phone and messing with the radio all at the same time. I wanted out of that car.,814,Oh no! What happened?,5|5|5_5|5|5,
hit:2409_conv:4819,3,nostalgic,Eating pizza rolls take me back to when I was in high school. I still love them today.,262,Totinos pizza rolls. I still eat them today,5|5|5_5|5|5,
hit:3902_conv:7805,5,ashamed,I once ate an entire bag on m and ms_comma_ the day after i started my diet.,445,Thank you so much,5|5|5_5|5|5,
hit:6067_conv:12135,2,nostalgic,I was visiting my parents home over the holidays. One night i decided to pass by our old home I grew up in. It still looked the same.,44,i love driving past old places from my childhood too! they always seem much smaller than i remember,5|5|5_5|5|5,
hit:8268_conv:16536,2,anxious,I have to go to jury duty later this week. I am pretty nervous about it,438,I bet you'll do great.  I would be nervous too.  Hopefully it won't be anything too serious and more cut and dry decision.  Have you gone before?,5|4|5_4|5|5,
hit:5148_conv:10297,1,terrified,i was scared walking home alone last weekend,238,i was scared walking home alone last weekend,5|5|5_5|5|5,
hit:2159_conv:4319,2,faithful,I always buy my kids clothes from the same place.,296,Okay_comma_ How come?,5|5|5_4|5|5,
hit:8001_conv:16003,3,surprised,I was so shocked when I saw my kid take their first steps. They hadn't even been close to walking before. It was amazing.,139,I did get it on camera. I can't wait to show him when he is older.,6|5|5_5|5|5,
hit:6503_conv:13007,4,afraid,I thought I saw a ghost in my house last night.,196,Phew!,1|3|5_5|5|5,<UNIGRAM>
hit:9200_conv:18400,4,disappointed,I wanted to buy some egg rolls from the store_comma_ but they no longer sell my favorite ones.,43,You will definitely will ,5|5|5_5|5|5,
hit:8192_conv:16385,5,hopeful,I had just applied to a few of my dream schools. Harvard and Yale would be the best.,375,I hope so_comma_ I plan to study law.,5|4|5_5|5|5,
hit:3346_conv:6692,3,guilty,My sister got a brand new car a few years ago. She let me drive it around the block_comma_ and I hit a trash can and dented/scratched the fender. I felt terrible.,444,I've never had a serious accident_comma_ which is good. But people in my neighborhood like to leave trash cans out on the street_comma_ and the roads are narrow.,3|5|5_5|5|5,
hit:7217_conv:14434,4,impressed,I was impressed by the 2018 Fifa world cup,566,Definitely. Hopefully the next World Cup will surprise just as much.,4|4|4_5|5|5,
hit:12_conv:24,1,annoyed,I have someone always asking me questions about how to use mobile.,7,Hi_comma_ I have a co work always asking me questions about how to use her mobile. It is almost always the same questions.,5|5|5_4|5|5,<HI>
hit:8674_conv:17349,2,angry,My partner nags almost about every detail in our relationship. Just yesterday_comma_ she criticized my taste for clothing style,243,That would get very irritating. Have you talked to her about it and let her know how you feel?,5|5|5_5|5|5,
hit:10766_conv:21532,4,devastated,My fiance died when I was 18,547,Dang_comma_ that is very unfortunate.,5|5|5_5|4|5,
hit:12228_conv:24456,3,annoyed,I really dont like when someone gets too close to me in line.,524,Absolutely_comma_ a little space would be nice!,5|5|5_5|5|5,
hit:10970_conv:21941,4,ashamed,I felt bad I missed my grandfathers funeral a while ago,387,I understand_comma_ funerals can be heartbreaking. But it gives you good closure! ,5|5|5_5|5|5,
hit:28_conv:57,2,furious,I had a co-worker open at my jb and instead of getting anything done she spent the enitre time on the phone. When I got to work I had to do her job and my own. ,40,Yeah_comma_ or at least do something to correct that.,4|5|5_ 5|5|5,
hit:6786_conv:13572,4,sad,Yesterday my sister left to go back to her state. I wanted her to stay longer,103,Man I know how that feels.  When I go to visit my sister and nieces_comma_ I have such a hard time when its time to fly home,5|5|5_5|5|5,
hit:2403_conv:4807,4,embarrassed,On the way home on my bike_comma_ I couldn't hold it in any longer and I... went to the bathroom on myself. #2. It was horrible. I had another mile to go before I got back to my house. So much to clean up. I felt so mortified!,1,Oh man. Sorry that happened.,3|3|3_5|5|5,
hit:94_conv:188,5,prepared,I went to class and I brought extra supplies since I knew we had a test.,46,I got a A! the highest score in the class.,3|4|I have clicked the 'End Chat' button thank you!_5|4|5,
hit:3942_conv:7885,5,guilty,I buy certain foods that m kids don't like just so I dont have to share. Thats terrible,27,You are a cool person then lol,5|5|5_5|5|5,
hit:1603_conv:3207,4,disappointed,I worked on this project for so long_comma_ but it turns out my job doesn't even want it done anymore.,27,Well. Maybe youll get a promotion.,5|5|5_5|5|5,
hit:7417_conv:14834,1,angry,My sister in law makes me furious on a daily basis.  She cannot take care of her kids_comma_ yet has no problem going out shopping and spending every dime she makes on herself.,56,My sister in law makes me furious almost on a daily basis.,5|5|5_4|4|5,
hit:5122_conv:10245,4,devastated,Someone I know was nasty to me again after trying to build trust. It really just crushed me because it's again another chance they took advantage of.,227,Yes! I agree! I guess a lot of people say 3 strikes and your out_comma_ I'm done_comma_ but for me_comma_ I dont care who you are_comma_ I just dont give even second chances to most people!,5|5|5_5|5|5,
